Name,Address,City,Rating,Review Count,Coordinates,Price
RK Bridal,"['619 W 54th St', 'Fl 5', 'New York, NY 10019']",New York,3.5,562,"{'latitude': 40.7689192, 'longitude': -73.9936647}",2.0
Book-Off,"['49 W 45th St', 'New York, NY 10036']",New York,4.0,344,"{'latitude': 40.7564573646771, 'longitude': -73.9818048477173}",1.0
Say Cheese Rentals,"['43-60 Douglaston Pkwy', 'Douglaston, NY 11363']",Douglaston,2.5,93,"{'latitude': 40.76648, 'longitude': -73.74609}",
LIC Flea & Food,"['5-25 46th Ave', 'Long Island City, NY 11101']",Long Island City,3.5,222,"{'latitude': 40.74747814341, 'longitude': -73.953936822615}",2.0
AJ Madison Kitchen and Home Appliances Showroom,"['3605 13th Ave', 'Brooklyn, NY 11218']",Brooklyn,2.0,748,"{'latitude': 40.6419217317832, 'longitude': -73.984592054245}",2.0
Nuthouse Hardware,"['202 E 29th St', 'New York, NY 10016']",New York,3.0,169,"{'latitude': 40.7423, 'longitude': -73.97996}",2.0
Walgreens,"['7321 Kissena Blvd', 'Flushing, NY 11367']",Flushing,2.5,31,"{'latitude': 40.7269396418179, 'longitude': -73.8111345469951}",2.0
Duane Reade,"['2858 Steinway St', 'Astoria, NY 11103']",Astoria,2.5,44,"{'latitude': 40.764177, 'longitude': -73.9151425}",2.0
Michaels,"['187-04 Horace Harding Expy', 'Fresh Meadows, NY 11365']",Fresh Meadows,3.5,85,"{'latitude': 40.7401976, 'longitude': -73.7875963}",2.0
Venus Et Fleur,"['185 Greenwich St', 'LL 4030', 'New York, NY 10007']",New York,2.5,200,"{'latitude': 40.711374, 'longitude': -74.011166}",3.0
RTSP Range. Training. Firearms.,"['2438 US Hwy 22 E', 'Union, NJ 07083']",Union,4.5,97,"{'latitude': 40.68904196129753, 'longitude': -74.29707140227448}",
Strand Bookstore,"['828 Broadway', 'New York, NY 10003']",New York,4.5,1556,"{'latitude': 40.7332613664396, 'longitude': -73.990933947418}",1.0
The Home Depot,"['2560 Bruckner Blvd', 'Bronx, NY 10465']",Bronx,2.5,66,"{'latitude': 40.8269233, 'longitude': -73.8393173}",2.0
Lovely Bride,"['182 Duane St', 'Ground Fl', 'New York, NY 10013']",New York,4.0,514,"{'latitude': 40.717118, 'longitude': -74.010028}",2.0
Verizon Corporate,"['140 West St', 'New York, NY 10007']",New York,1.0,253,"{'latitude': 40.7138062516244, 'longitude': -74.0129837300378}",4.0
Lestan Fashion Headquarters,"['1902 Ralph Ave', 'Brooklyn, NY 11234']",Brooklyn,1.5,47,"{'latitude': 40.6309025, 'longitude': -73.9186563}",2.0
Cycle Craft,"['99 US Hwy 46', 'Parsippany, NJ 07054']",Parsippany,4.5,41,"{'latitude': 40.8579353, 'longitude': -74.3489099}",2.0
Paterson Adult Day Center,"['163 Rosa Parks Blvd', 'Ste 15I', 'Paterson, NJ 07501']",Paterson,1.0,1,"{'latitude': 40.9230153, 'longitude': -74.1587134}",
