Name,Address,City,Rating,Review Count,Coordinates,Price
Mass Media Films,"['Santa Monica, CA 90404']",Santa Monica,4.0,1,"{'latitude': 34.02491760253906, 'longitude': -118.47552490234375}",
Darlenas Jumpers & Party Rentals,"['Torrance, CA 90501']",Torrance,5.0,83,"{'latitude': 33.83332, 'longitude': -118.32134}",
Grub House,"['4143 Lankershim Blvd', 'North Hollywood, CA 91602']",North Hollywood,4.5,192,"{'latitude': 34.1452, 'longitude': -118.3631}",2.0
Imperial Media Services,"['5482 Wilshire Blvd', 'Ste 240', 'Los Angeles, CA 90036']",Los Angeles,5.0,9,"{'latitude': 34.0621643, 'longitude': -118.3478394}",
Glitterati Tours,"['Beverly Hills, CA 90210']",Beverly Hills,5.0,23,"{'latitude': 34.0734596252441, 'longitude': -118.400321960449}",
3 Cubed Studios,"['6322 Colbath Ave', 'Valley Glen, CA 91401']",Valley Glen,5.0,24,"{'latitude': 34.185511, 'longitude': -118.436378}",
Tres LA,"['627 S Carondelet St', 'Los Angeles, CA 90057']",Los Angeles,5.0,150,"{'latitude': 34.06083, 'longitude': -118.2804}",
Sunset Bronson Studios,"['5800 W Sunset Blvd', 'Los Angeles, CA 90028']",Los Angeles,4.0,13,"{'latitude': 34.09778, 'longitude': -118.3163}",
East West Players,"['120 Judge John Aiso St', 'Los Angeles, CA 90012']",Los Angeles,4.5,60,"{'latitude': 34.0507851, 'longitude': -118.2404022}",
J Concepts Productions,"['Toluca Lake, CA 91602']",Toluca Lake,5.0,3,"{'latitude': 34.1502, 'longitude': -118.3657}",
Otto Nemenz Intl,"['5700 Buckingham Pkwy', 'Culver City, CA 90230']",Culver City,4.5,6,"{'latitude': 33.990916, 'longitude': -118.37934}",
Compost Productions,"['10707 Magnolia Blvd', 'North Hollywood, CA 91601']",North Hollywood,5.0,12,"{'latitude': 34.1650349, 'longitude': -118.363995}",
House Of One Studios,"['El Monte, CA 91731']",El Monte,5.0,2,"{'latitude': 34.0786361694336, 'longitude': -118.041091918945}",
Oracle Post,"['2917 West Olive Ave', 'Burbank, CA 91505']",Burbank,5.0,6,"{'latitude': 34.1578238, 'longitude': -118.3335472}",
