Name,Address,City,Rating,Review Count,Coordinates,Price
Rubirosa,"['235 Mulberry St', 'New York, NY 10012']",New York,4.5,2323,"{'latitude': 40.722766, 'longitude': -73.996233}",2.0
Arts 2 Print Marketing & Advertising,"['2828 John F Kennedy Blvd', 'Ste 209', 'Jersey City, NJ 07306']",Jersey City,5.0,2,"{'latitude': 40.7315539, 'longitude': -74.0662254}",
The Capital Grille,"['120 Broadway', 'New York, NY 10271']",New York,4.0,602,"{'latitude': 40.7078813982786, 'longitude': -74.0102026698364}",3.0
Frankies 457 Spuntino,"['457 Court St', 'Brooklyn, NY 11231']",Brooklyn,4.0,825,"{'latitude': 40.677328, 'longitude': -73.997972}",2.0
Upright,"['547 Hudson St', 'New York, NY 10014']",New York,4.0,234,"{'latitude': 40.73493, 'longitude': -74.00641}",2.0
Wickham Vocal Studios,"['17 Thompson St', 'New York, NY 10013']",New York,4.5,13,"{'latitude': 40.7226337, 'longitude': -74.004677}",2.0
Judge Roy Bean Public House,"['38 W 56th St', 'New York, NY 10019']",New York,4.5,751,"{'latitude': 40.7629158108786, 'longitude': -73.9761248066812}",2.0
Actors' Temple,"['339 W 47th St', 'New York, NY 10036']",New York,4.5,18,"{'latitude': 40.7613182067871, 'longitude': -73.9890365600586}",2.0
Pomp & Circumstance Dining,"['577 Lorimer St', 'Williamsburg, NY 11211']",Williamsburg,5.0,77,"{'latitude': 40.714166, 'longitude': -73.949612}",2.0
National Advertising & Printing,"['231 W 29th St', 'Ste 1408', 'New York, NY 10001']",New York,5.0,1,"{'latitude': 40.7486572265625, 'longitude': -73.9942321777344}",
Second Stage Theater,"['305 W 43rd St', 'Tony Kiser Theater', 'New York, NY 10036']",New York,4.5,47,"{'latitude': 40.75818, 'longitude': -73.9897}",
Belasco Theatre,"['111 W 44th St', 'New York, NY 10036']",New York,4.0,96,"{'latitude': 40.7566, 'longitude': -73.98398}",
Yoon Haeundae Galbi,"['8 W 36th St', 'New York, NY 10018']",New York,4.5,471,"{'latitude': 40.749866, 'longitude': -73.984441}",3.0
Shubert Theatre,"['225 W 44th St', 'New York, NY 10036']",New York,3.5,151,"{'latitude': 40.75802, 'longitude': -73.98736}",
